10.10000000 10.10000000 5.05560400
30.10000000 10.10000000 0.62381100
50.10000000 10.10000000 -1.13568900
70.10000000 10.10000000 2.27988500
90.10000000 10.10000000 1.22570300
110.10000000 10.10000000 4.29981100
130.10000000 10.10000000 4.41125700
150.10000000 10.10000000 3.76454000
170.10000000 10.10000000 -3.05341400
190.10000000 10.10000000 3.32411500
210.10000000 10.10000000 -0.98315600
10.10000000 30.10000000 -1.46973400
30.10000000 30.10000000 -1.39762000
50.10000000 30.10000000 3.44454200
70.10000000 30.10000000 3.18578800
90.10000000 30.10000000 0.75779500
110.10000000 30.10000000 -2.26872900
130.10000000 30.10000000 2.75585800
150.10000000 30.10000000 -4.11686600
170.10000000 30.10000000 -2.39664400
190.10000000 30.10000000 3.29777400
210.10000000 30.10000000 -6.00324500
10.10000000 50.10000000 -3.53953200
30.10000000 50.10000000 -5.20134100
50.10000000 50.10000000 -1.19246200
70.10000000 50.10000000 2.47278300
90.10000000 50.10000000 -2.11718900
110.10000000 50.10000000 5.35814200
130.10000000 50.10000000 0.93109800
150.10000000 50.10000000 3.47518700
170.10000000 50.10000000 -4.85870800
190.10000000 50.10000000 4.59259500
210.10000000 50.10000000 -3.87313800
10.10000000 70.10000000 3.57245800
30.10000000 70.10000000 6.05530000
50.10000000 70.10000000 0.58860600
70.10000000 70.10000000 2.84392300
90.10000000 70.10000000 1.73358900
110.10000000 70.10000000 1.75617400
130.10000000 70.10000000 3.33212500
150.10000000 70.10000000 -4.55945400
170.10000000 70.10000000 5.01794600
190.10000000 70.10000000 -4.29914900
210.10000000 70.10000000 -1.21922900
10.10000000 90.10000000 1.10347000
30.10000000 90.10000000 3.97969500
50.10000000 90.10000000 0.30160100
70.10000000 90.10000000 5.06393000
90.10000000 90.10000000 -1.20523800
110.10000000 90.10000000 4.78976900
130.10000000 90.10000000 -1.98035500
150.10000000 90.10000000 6.06251400
170.10000000 90.10000000 4.77439200
190.10000000 90.10000000 -3.71480700
210.10000000 90.10000000 1.15733600
10.10000000 110.10000000 -4.79351800
30.10000000 110.10000000 3.79654300
50.10000000 110.10000000 0.72273100
70.10000000 110.10000000 5.67732400
90.10000000 110.10000000 -2.75586400
110.10000000 110.10000000 -3.61390000
130.10000000 110.10000000 -2.08277800
150.10000000 110.10000000 -1.09199100
170.10000000 110.10000000 1.25325800
190.10000000 110.10000000 0.85199400
210.10000000 110.10000000 -0.21259700
10.10000000 130.10000000 -4.15043900
30.10000000 130.10000000 -2.61133900
50.10000000 130.10000000 -2.84499500
70.10000000 130.10000000 -0.50198700
90.10000000 130.10000000 4.11758200
110.10000000 130.10000000 0.52992700
130.10000000 130.10000000 -4.55725300
150.10000000 130.10000000 4.51694100
170.10000000 130.10000000 -1.70665900
190.10000000 130.10000000 4.60233300
210.10000000 130.10000000 2.57010100
10.10000000 150.10000000 -1.70593300
30.10000000 150.10000000 3.47591800
50.10000000 150.10000000 -4.56490800
70.10000000 150.10000000 -2.95855000
90.10000000 150.10000000 -6.13206000
110.10000000 150.10000000 5.50659600
130.10000000 150.10000000 -5.47098600
150.10000000 150.10000000 2.33519000
170.10000000 150.10000000 6.08328100
190.10000000 150.10000000 -2.67085000
210.10000000 150.10000000 3.14923200
10.10000000 170.10000000 3.47736900
30.10000000 170.10000000 2.10648200
50.10000000 170.10000000 -1.91572800
70.10000000 170.10000000 -5.55140600
90.10000000 170.10000000 5.92574100
110.10000000 170.10000000 1.02300900
130.10000000 170.10000000 3.92791600
150.10000000 170.10000000 -2.25946300
170.10000000 170.10000000 1.84617400
190.10000000 170.10000000 -2.08161700
210.10000000 170.10000000 -2.89249300
10.10000000 190.10000000 2.58495000
30.10000000 190.10000000 1.27489000
50.10000000 190.10000000 3.79491800
70.10000000 190.10000000 -0.94673800
90.10000000 190.10000000 -3.29349400
110.10000000 190.10000000 -0.43505700
130.10000000 190.10000000 5.96107500
150.10000000 190.10000000 3.65063600
170.10000000 190.10000000 -0.28508900
190.10000000 190.10000000 3.31271700
210.10000000 190.10000000 -0.09044200
10.10000000 210.10000000 5.55916400
30.10000000 210.10000000 -4.37709500
50.10000000 210.10000000 2.23268500
70.10000000 210.10000000 0.89785700
90.10000000 210.10000000 -4.46401700
110.10000000 210.10000000 6.03185000
130.10000000 210.10000000 2.57781200
150.10000000 210.10000000 -4.16355700
170.10000000 210.10000000 0.69276300
190.10000000 210.10000000 4.18130700
210.10000000 210.10000000 -0.12850700
10.10000000 10.09999875 5.05560400
30.10000000 10.09999875 0.62381100
50.09991296 10.08815237 -1.13564172
70.08655718 10.09943994 2.27965175
90.11344282 10.10055756 1.22570976
110.09402641 10.07802735 4.30012318
130.10114111 10.08088122 4.41161734
150.10000000 10.09999875 3.76454000
170.08850028 10.08982385 -3.05331458
190.09996085 10.10086533 3.32399248
210.10087705 10.09302184 -0.98296149
10.09925237 30.07722731 -1.46964285
30.10002881 30.09772974 -1.39761132
50.09242900 30.09884262 3.44441911
70.09667884 30.09682608 3.18604835
90.11337073 30.10125892 0.75749633
110.07881807 30.11200790 -2.26823018
130.12461258 30.12017630 2.75628076
150.08369283 30.09980416 -4.11674304
170.11232197 30.09729500 -2.39646554
190.09360432 30.10048204 3.29753791
210.11184820 30.10740865 -6.00342885
10.08354771 50.12213898 -3.53930553
30.11717111 50.10289896 -5.20163166
50.09744548 50.10790777 -1.19301287
70.09888551 50.10001484 2.47279867
90.10026383 50.09260231 -2.11720557
110.09950842 50.10906392 5.35796177
130.10000000 50.09999875 0.93109800
150.09899253 50.09784537 3.47518084
170.10154376 50.11141213 -4.85879656
190.08041873 50.09369403 4.59308829
210.02768074 50.09657201 -3.87256057
10.09753045 70.10016474 3.57247139
30.10170669 70.09076675 6.05546869
50.10016299 70.10700475 0.58866710
70.09946793 70.09762231 2.84401466
90.10106315 70.10737809 1.73394204
110.10000000 70.09999875 1.75617400
130.09946800 70.08213102 3.33195741
150.10136541 70.10220470 -4.55934007
170.09924918 70.09544279 5.01806200
190.09250477 70.10949437 -4.29907846
210.08933838 70.09209284 -1.21904998
10.09826109 90.09910038 1.10341891
30.09495051 90.10592504 3.97988544
50.10747812 90.10061799 0.30147001
70.10031958 90.10237621 5.06396743
90.10045222 90.08486297 -1.20533479
110.10114907 90.07693400 4.78964969
130.10143161 90.09212023 -1.98067014
150.09919113 90.08536038 6.06255592
170.10010990 90.08920321 4.77470734
190.07740857 90.10033381 -3.71475130
210.10605033 90.10746861 1.15726667
10.09984491 110.10085043 -4.79355752
